file,generated_family,query_name,best_hit_family,best_hit_score
masked_25_msa_transformer.fa,PF03879,PF03879_110,PF03879,49.7
masked_25_msa_transformer.fa,PF03879,PF03879_111,PF03879,38.7
masked_25_msa_transformer.fa,PF03879,PF03879_112,PF03879,35.1
masked_25_msa_transformer.fa,PF03879,PF03879_113,PF03879,46.8
masked_25_msa_transformer.fa,PF03879,PF03879_114,PF03879,39.5
masked_25_msa_transformer.fa,PF03879,PF03879_115,PF03879,46.1
masked_25_msa_transformer.fa,PF03879,PF03879_116,PF03879,46.4
masked_25_msa_transformer.fa,PF03879,PF03879_117,PF03879,41.4
masked_25_msa_transformer.fa,PF03879,PF03879_118,PF03879,46.2
masked_25_msa_transformer.fa,PF03879,PF03879_119,PF03879,45.3
masked_25_msa_transformer.fa,PF03879,PF03879_120,PF03879,43.4
masked_25_msa_transformer.fa,PF03879,PF03879_121,PF03879,41.1
masked_25_msa_transformer.fa,PF03879,PF03879_122,PF03879,37.6
masked_25_msa_transformer.fa,PF03879,PF03879_123,PF03879,38.6
masked_25_msa_transformer.fa,PF03879,PF03879_124,PF03879,33.4
masked_25_msa_transformer.fa,PF03879,PF03879_125,PF03879,45.1
masked_25_msa_transformer.fa,PF03879,PF03879_126,PF03879,42.5
masked_25_msa_transformer.fa,PF03879,PF03879_127,PF03879,51.2
masked_25_msa_transformer.fa,PF03879,PF03879_128,PF03879,50.3
masked_25_msa_transformer.fa,PF03879,PF03879_129,PF03879,40.0
masked_25_msa_transformer.fa,PF03879,PF03879_130,PF03879,36.7
masked_25_msa_transformer.fa,PF03879,PF03879_131,PF03879,47.6
masked_25_msa_transformer.fa,PF03879,PF03879_132,PF03879,42.7
masked_25_msa_transformer.fa,PF03879,PF03879_133,PF03879,40.0
masked_25_msa_transformer.fa,PF03879,PF03879_134,PF03879,37.0
masked_25_msa_transformer.fa,PF03879,PF03879_135,PF03879,38.5
masked_25_msa_transformer.fa,PF03879,PF03879_136,PF03879,47.6
masked_25_msa_transformer.fa,PF03879,PF03879_137,PF03879,34.3
masked_25_msa_transformer.fa,PF03879,PF03879_138,PF03879,49.3
masked_25_msa_transformer.fa,PF03879,PF03879_139,PF03879,49.9
masked_25_msa_transformer.fa,PF03879,PF03879_140,PF03879,48.0
masked_25_msa_transformer.fa,PF03879,PF03879_141,PF03879,34.0
masked_25_msa_transformer.fa,PF03879,PF03879_142,PF03879,37.6
masked_25_msa_transformer.fa,PF03879,PF03879_143,PF03879,39.9
masked_25_msa_transformer.fa,PF03879,PF03879_144,PF03879,37.1
masked_25_msa_transformer.fa,PF03879,PF03879_145,PF03879,51.2
masked_25_msa_transformer.fa,PF03879,PF03879_146,PF03879,38.5
masked_25_msa_transformer.fa,PF03879,PF03879_147,PF03879,46.2
masked_25_msa_transformer.fa,PF03879,PF03879_148,PF03879,40.5
masked_25_msa_transformer.fa,PF03879,PF03879_149,PF03879,47.5
masked_25_msa_transformer.fa,PF03879,PF03879_150,PF03879,42.2
masked_25_msa_transformer.fa,PF03879,PF03879_151,PF03879,50.4
masked_25_msa_transformer.fa,PF03879,PF03879_152,PF03879,29.6
masked_25_msa_transformer.fa,PF03879,PF03879_153,PF03879,42.1
masked_25_msa_transformer.fa,PF03879,PF03879_154,PF03879,38.7
masked_25_msa_transformer.fa,PF03879,PF03879_155,PF03879,46.4
masked_25_msa_transformer.fa,PF03879,PF03879_156,PF03879,41.2
masked_25_msa_transformer.fa,PF03879,PF03879_157,PF03879,51.1
masked_25_msa_transformer.fa,PF03879,PF03879_158,PF03879,43.5
masked_25_msa_transformer.fa,PF03879,PF03879_159,PF03879,49.9
masked_25_msa_transformer.fa,PF03879,PF03879_160,PF03879,39.4
masked_25_msa_transformer.fa,PF03879,PF03879_161,PF03879,51.0
masked_25_msa_transformer.fa,PF03879,PF03879_162,PF03879,39.8
masked_25_msa_transformer.fa,PF03879,PF03879_163,PF03879,29.8
masked_25_msa_transformer.fa,PF03879,PF03879_164,PF03879,29.8
masked_25_msa_transformer.fa,PF03879,PF03879_165,PF03879,40.2
masked_25_msa_transformer.fa,PF03879,PF03879_166,PF03879,48.1
masked_25_msa_transformer.fa,PF03879,PF03879_167,PF03879,39.7
masked_25_msa_transformer.fa,PF03879,PF03879_168,PF03879,43.8
masked_25_msa_transformer.fa,PF03879,PF03879_169,PF03879,33.0
masked_25_msa_transformer.fa,PF03879,PF03879_170,PF03879,45.1
masked_25_msa_transformer.fa,PF03879,PF03879_171,PF03879,46.1
masked_25_msa_transformer.fa,PF03879,PF03879_172,PF03879,51.0
masked_25_msa_transformer.fa,PF03879,PF03879_173,PF03879,41.6
masked_25_msa_transformer.fa,PF03879,PF03879_174,PF03879,47.8
masked_25_msa_transformer.fa,PF03879,PF03879_175,PF03879,42.3
masked_25_msa_transformer.fa,PF03879,PF03879_176,PF03879,43.7
masked_25_msa_transformer.fa,PF03879,PF03879_177,PF03879,51.0
masked_25_msa_transformer.fa,PF03879,PF03879_178,PF03879,51.0
masked_25_msa_transformer.fa,PF03879,PF03879_179,PF03879,51.0
masked_25_msa_transformer.fa,PF03879,PF03879_180,PF03879,28.6
masked_25_msa_transformer.fa,PF03879,PF03879_181,PF03879,45.3
masked_25_msa_transformer.fa,PF03879,PF03879_182,PF03879,41.8
masked_25_msa_transformer.fa,PF03879,PF03879_183,PF03879,42.6
masked_25_msa_transformer.fa,PF03879,PF03879_184,PF03879,42.2
masked_25_msa_transformer.fa,PF03879,PF03879_185,PF03879,46.5
masked_25_msa_transformer.fa,PF03879,PF03879_186,PF03879,38.7
masked_25_msa_transformer.fa,PF03879,PF03879_187,PF03879,40.3
masked_25_msa_transformer.fa,PF03879,PF03879_188,PF03879,33.4
masked_25_msa_transformer.fa,PF03879,PF03879_189,PF03879,33.4
masked_25_msa_transformer.fa,PF03879,PF03879_190,PF03879,49.3
masked_25_msa_transformer.fa,PF03879,PF03879_191,PF03879,52.2
masked_25_msa_transformer.fa,PF03879,PF03879_192,PF03879,62.7
masked_25_msa_transformer.fa,PF03879,PF03879_193,PF03879,43.9
masked_25_msa_transformer.fa,PF03879,PF03879_194,PF03879,47.4
masked_25_msa_transformer.fa,PF03879,PF03879_195,PF03879,36.4
masked_25_msa_transformer.fa,PF03879,PF03879_196,PF03879,42.1
masked_25_msa_transformer.fa,PF03879,PF03879_197,PF03879,42.4
masked_25_msa_transformer.fa,PF03879,PF03879_198,PF03879,42.5
masked_25_msa_transformer.fa,PF03879,PF03879_199,PF03879,50.5
masked_25_msa_transformer.fa,PF09224,PF09224_0,PF09224,215.7
masked_25_msa_transformer.fa,PF09224,PF09224_1,PF09224,259.6
masked_25_msa_transformer.fa,PF09224,PF09224_2,PF09224,172.9
masked_25_msa_transformer.fa,PF09224,PF09224_3,PF09224,262.9
masked_25_msa_transformer.fa,PF09224,PF09224_4,PF09224,180.5
masked_25_msa_transformer.fa,PF09224,PF09224_5,PF09224,196.1
masked_25_msa_transformer.fa,PF09224,PF09224_6,PF09224,192.3
masked_25_msa_transformer.fa,PF09224,PF09224_7,PF09224,244.9
masked_25_msa_transformer.fa,PF09224,PF09224_8,PF09224,262.0
masked_25_msa_transformer.fa,PF09224,PF09224_9,PF09224,225.5
masked_25_msa_transformer.fa,PF09224,PF09224_10,PF09224,220.1
masked_25_msa_transformer.fa,PF09224,PF09224_11,PF09224,172.3
masked_25_msa_transformer.fa,PF09224,PF09224_12,PF09224,218.7
masked_25_msa_transformer.fa,PF09224,PF09224_13,PF09224,226.5
masked_25_msa_transformer.fa,PF09224,PF09224_14,PF09224,151.1
masked_25_msa_transformer.fa,PF09224,PF09224_15,PF09224,179.0
masked_25_msa_transformer.fa,PF09224,PF09224_16,PF09224,196.7
masked_25_msa_transformer.fa,PF09224,PF09224_17,PF09224,220.6
masked_25_msa_transformer.fa,PF09224,PF09224_18,PF09224,209.2
masked_25_msa_transformer.fa,PF09224,PF09224_19,PF09224,181.2
masked_25_msa_transformer.fa,PF09224,PF09224_20,PF09224,139.5
masked_25_msa_transformer.fa,PF09224,PF09224_21,PF09224,130.0
masked_25_msa_transformer.fa,PF09224,PF09224_22,PF09224,247.5
masked_25_msa_transformer.fa,PF09224,PF09224_23,PF09224,247.4
masked_25_msa_transformer.fa,PF09224,PF09224_24,PF09224,208.8
masked_25_msa_transformer.fa,PF09224,PF09224_25,PF09224,197.2
masked_25_msa_transformer.fa,PF09224,PF09224_26,PF09224,204.7
masked_25_msa_transformer.fa,PF09224,PF09224_27,PF09224,70.3
masked_25_msa_transformer.fa,PF09224,PF09224_28,PF09224,159.1
masked_25_msa_transformer.fa,PF09224,PF09224_29,PF09224,181.4
masked_25_msa_transformer.fa,PF09224,PF09224_30,PF09224,187.5
masked_25_msa_transformer.fa,PF09224,PF09224_31,PF09224,136.5
masked_25_msa_transformer.fa,PF09224,PF09224_32,PF09224,125.8
masked_25_msa_transformer.fa,PF09224,PF09224_33,PF09224,158.8
masked_25_msa_transformer.fa,PF09224,PF09224_34,PF09224,113.4
masked_25_msa_transformer.fa,PF09224,PF09224_35,PF09224,82.0
masked_25_msa_transformer.fa,PF09224,PF09224_36,PF09224,185.6
masked_25_msa_transformer.fa,PF09224,PF09224_37,PF09224,188.7
masked_25_msa_transformer.fa,PF09224,PF09224_38,PF09224,188.7
masked_25_msa_transformer.fa,PF09224,PF09224_39,PF09224,168.2
masked_25_msa_transformer.fa,PF09224,PF09224_40,PF09224,177.2
masked_25_msa_transformer.fa,PF09224,PF09224_41,PF09224,176.9
masked_25_msa_transformer.fa,PF09224,PF09224_42,PF09224,125.2
masked_25_msa_transformer.fa,PF09224,PF09224_43,PF09224,175.5
masked_25_msa_transformer.fa,PF09224,PF09224_44,PF09224,114.4
masked_25_msa_transformer.fa,PF09224,PF09224_45,PF09224,74.1
masked_25_msa_transformer.fa,PF09224,PF09224_46,PF09224,199.0
masked_25_msa_transformer.fa,PF09224,PF09224_47,PF09224,170.8
masked_25_msa_transformer.fa,PF09224,PF09224_48,PF09224,120.9
masked_25_msa_transformer.fa,PF09224,PF09224_49,PF09224,155.4
masked_25_msa_transformer.fa,PF09224,PF09224_50,PF09224,158.4
masked_25_msa_transformer.fa,PF09224,PF09224_51,PF09224,138.4
masked_25_msa_transformer.fa,PF09224,PF09224_52,PF09224,143.2
masked_25_msa_transformer.fa,PF09224,PF09224_53,PF09224,104.4
masked_25_msa_transformer.fa,PF09224,PF09224_54,PF09224,201.2
masked_25_msa_transformer.fa,PF09224,PF09224_55,PF09224,202.0
masked_25_msa_transformer.fa,PF09224,PF09224_56,PF09224,178.3
masked_25_msa_transformer.fa,PF09224,PF09224_57,PF09224,147.2
masked_25_msa_transformer.fa,PF09224,PF09224_58,PF09224,161.7
masked_25_msa_transformer.fa,PF09224,PF09224_59,PF09224,166.0
masked_25_msa_transformer.fa,PF09224,PF09224_60,PF09224,212.8
masked_25_msa_transformer.fa,PF09224,PF09224_61,PF09224,205.1
masked_25_msa_transformer.fa,PF09224,PF09224_62,PF09224,122.1
masked_25_msa_transformer.fa,PF09224,PF09224_63,PF09224,98.1
masked_25_msa_transformer.fa,PF09224,PF09224_64,PF09224,120.9
masked_25_msa_transformer.fa,PF09224,PF09224_65,PF09224,119.5
masked_25_msa_transformer.fa,PF09224,PF09224_66,PF09224,120.5
masked_25_msa_transformer.fa,PF09224,PF09224_67,PF09224,128.8
masked_25_msa_transformer.fa,PF09224,PF09224_68,PF09224,121.1
masked_25_msa_transformer.fa,PF09224,PF09224_69,PF09224,124.6
masked_25_msa_transformer.fa,PF09224,PF09224_70,PF09224,109.5
masked_25_msa_transformer.fa,PF09224,PF09224_71,PF09224,142.5
masked_25_msa_transformer.fa,PF09224,PF09224_72,PF09224,142.9
masked_25_msa_transformer.fa,PF09224,PF09224_73,PF09224,112.4
masked_25_msa_transformer.fa,PF09224,PF09224_74,PF09224,81.1
masked_25_msa_transformer.fa,PF09224,PF09224_75,PF09224,113.2
masked_25_msa_transformer.fa,PF09224,PF09224_76,PF09224,155.0
masked_25_msa_transformer.fa,PF09224,PF09224_77,PF09224,136.6
masked_25_msa_transformer.fa,PF09224,PF09224_78,PF09224,162.2
masked_25_msa_transformer.fa,PF09224,PF09224_79,PF09224,95.7
masked_25_msa_transformer.fa,PF09224,PF09224_80,PF09224,80.3
masked_25_msa_transformer.fa,PF09224,PF09224_81,PF09224,155.2
masked_25_msa_transformer.fa,PF09224,PF09224_82,PF09224,150.1
masked_25_msa_transformer.fa,PF09224,PF09224_83,PF09224,114.6
masked_25_msa_transformer.fa,PF09224,PF09224_84,PF09224,154.0
masked_25_msa_transformer.fa,PF09224,PF09224_85,PF09224,150.1
masked_25_msa_transformer.fa,PF09224,PF09224_86,PF09224,154.1
masked_25_msa_transformer.fa,PF09224,PF09224_87,PF09224,133.5
masked_25_msa_transformer.fa,PF09224,PF09224_88,PF09224,145.6
masked_25_msa_transformer.fa,PF09224,PF09224_89,PF09224,133.6
masked_25_msa_transformer.fa,PF09224,PF09224_90,PF09224,122.9
masked_25_msa_transformer.fa,PF09224,PF09224_91,PF09224,146.8
masked_25_msa_transformer.fa,PF09224,PF09224_92,PF09224,151.3
masked_25_msa_transformer.fa,PF09224,PF09224_93,PF09224,149.2
masked_25_msa_transformer.fa,PF09224,PF09224_94,PF09224,153.8
masked_25_msa_transformer.fa,PF09224,PF09224_95,PF09224,153.8
masked_25_msa_transformer.fa,PF09224,PF09224_96,PF09224,152.7
masked_25_msa_transformer.fa,PF09224,PF09224_97,PF09224,120.5
masked_25_msa_transformer.fa,PF09224,PF09224_98,PF09224,128.8
masked_25_msa_transformer.fa,PF09224,PF09224_99,PF09224,96.7
masked_25_msa_transformer.fa,PF09224,PF09224_100,PF09224,118.2
masked_25_msa_transformer.fa,PF09224,PF09224_101,PF09224,199.4
masked_25_msa_transformer.fa,PF09224,PF09224_102,PF09224,194.8
masked_25_msa_transformer.fa,PF09224,PF09224_103,PF09224,77.6
masked_25_msa_transformer.fa,PF09224,PF09224_104,PF09224,134.7
masked_25_msa_transformer.fa,PF09224,PF09224_105,PF09224,202.4
masked_25_msa_transformer.fa,PF09224,PF09224_106,PF09224,198.1
masked_25_msa_transformer.fa,PF09224,PF09224_107,PF09224,125.8
masked_25_msa_transformer.fa,PF09224,PF09224_108,PF09224,62.4
masked_25_msa_transformer.fa,PF09224,PF09224_109,PF09224,78.1
masked_25_msa_transformer.fa,PF09224,PF09224_110,PF09224,154.5
masked_25_msa_transformer.fa,PF09224,PF09224_111,PF09224,122.6
masked_25_msa_transformer.fa,PF09224,PF09224_112,PF09224,115.9
masked_25_msa_transformer.fa,PF09224,PF09224_113,PF09224,135.2
masked_25_msa_transformer.fa,PF09224,PF09224_114,PF09224,159.5
masked_25_msa_transformer.fa,PF09224,PF09224_115,PF09224,133.2
masked_25_msa_transformer.fa,PF09224,PF09224_116,PF09224,101.3
masked_25_msa_transformer.fa,PF09224,PF09224_117,PF09224,111.9
masked_25_msa_transformer.fa,PF09224,PF09224_118,PF09224,104.1
masked_25_msa_transformer.fa,PF09224,PF09224_119,PF09224,109.2
masked_25_msa_transformer.fa,PF09224,PF09224_120,PF09224,107.3
masked_25_msa_transformer.fa,PF09224,PF09224_121,PF09224,124.8
masked_25_msa_transformer.fa,PF09224,PF09224_122,PF09224,103.7
masked_25_msa_transformer.fa,PF09224,PF09224_123,PF09224,152.0
masked_25_msa_transformer.fa,PF09224,PF09224_124,PF09224,86.6
masked_25_msa_transformer.fa,PF09224,PF09224_125,PF09224,155.2
masked_25_msa_transformer.fa,PF09224,PF09224_126,PF09224,149.6
masked_25_msa_transformer.fa,PF09224,PF09224_127,PF09224,100.2
masked_25_msa_transformer.fa,PF09224,PF09224_128,PF09224,117.9
masked_25_msa_transformer.fa,PF09224,PF09224_129,PF09224,110.0
masked_25_msa_transformer.fa,PF09224,PF09224_130,PF09224,100.7
masked_25_msa_transformer.fa,PF09224,PF09224_131,PF09224,119.6
masked_25_msa_transformer.fa,PF09224,PF09224_132,PF09224,107.7
masked_25_msa_transformer.fa,PF09224,PF09224_133,PF09224,156.0
masked_25_msa_transformer.fa,PF09224,PF09224_134,PF09224,49.9
masked_25_msa_transformer.fa,PF09224,PF09224_135,PF09224,99.5
masked_25_msa_transformer.fa,PF09224,PF09224_136,PF09224,153.8
masked_25_msa_transformer.fa,PF09224,PF09224_137,PF09224,155.2
masked_25_msa_transformer.fa,PF09224,PF09224_138,PF09224,95.1
masked_25_msa_transformer.fa,PF09224,PF09224_139,PF09224,131.9
masked_25_msa_transformer.fa,PF09224,PF09224_140,PF09224,122.2
masked_25_msa_transformer.fa,PF09224,PF09224_141,PF09224,101.7
masked_25_msa_transformer.fa,PF09224,PF09224_142,PF09224,47.0
masked_25_msa_transformer.fa,PF09224,PF09224_143,PF09224,98.5
masked_25_msa_transformer.fa,PF09224,PF09224_144,PF09224,98.3
masked_25_msa_transformer.fa,PF09224,PF09224_145,PF09224,102.1
masked_25_msa_transformer.fa,PF09224,PF09224_146,PF09224,141.5
masked_25_msa_transformer.fa,PF09224,PF09224_147,PF09224,140.4
masked_25_msa_transformer.fa,PF09224,PF09224_148,PF09224,127.8
masked_25_msa_transformer.fa,PF09224,PF09224_149,PF09224,86.9
masked_25_msa_transformer.fa,PF09224,PF09224_150,PF09224,83.4
masked_25_msa_transformer.fa,PF09224,PF09224_151,PF09224,112.5
masked_25_msa_transformer.fa,PF09224,PF09224_152,PF09224,112.6
masked_25_msa_transformer.fa,PF09224,PF09224_153,PF09224,119.4
masked_25_msa_transformer.fa,PF09224,PF09224_154,PF09224,141.8
masked_25_msa_transformer.fa,PF09224,PF09224_155,PF09224,109.3
masked_25_msa_transformer.fa,PF09224,PF09224_156,PF09224,136.5
masked_25_msa_transformer.fa,PF09224,PF09224_157,PF09224,115.8
masked_25_msa_transformer.fa,PF09224,PF09224_158,PF09224,101.3
masked_25_msa_transformer.fa,PF09224,PF09224_159,PF09224,126.5
masked_25_msa_transformer.fa,PF09224,PF09224_160,PF09224,121.0
masked_25_msa_transformer.fa,PF09224,PF09224_161,PF09224,112.1
masked_25_msa_transformer.fa,PF09224,PF09224_162,PF09224,126.8
masked_25_msa_transformer.fa,PF09224,PF09224_163,PF09224,82.3
masked_25_msa_transformer.fa,PF09224,PF09224_164,PF09224,167.7
masked_25_msa_transformer.fa,PF09224,PF09224_165,PF09224,173.9
masked_25_msa_transformer.fa,PF09224,PF09224_166,PF09224,127.8
masked_25_msa_transformer.fa,PF09224,PF09224_167,PF09224,110.7
masked_25_msa_transformer.fa,PF09224,PF09224_168,PF09224,109.9
masked_25_msa_transformer.fa,PF09224,PF09224_169,PF09224,149.1
masked_25_msa_transformer.fa,PF09224,PF09224_170,PF09224,164.9
masked_25_msa_transformer.fa,PF09224,PF09224_171,PF09224,62.7
masked_25_msa_transformer.fa,PF09224,PF09224_172,PF09224,123.8
masked_25_msa_transformer.fa,PF09224,PF09224_173,PF09224,118.4
masked_25_msa_transformer.fa,PF09224,PF09224_174,PF09224,120.1
masked_25_msa_transformer.fa,PF09224,PF09224_175,PF09224,153.9
masked_25_msa_transformer.fa,PF09224,PF09224_176,PF09224,96.9
masked_25_msa_transformer.fa,PF09224,PF09224_177,PF09224,110.5
masked_25_msa_transformer.fa,PF09224,PF09224_178,PF09224,96.9
masked_25_msa_transformer.fa,PF09224,PF09224_179,PF09224,87.3
masked_25_msa_transformer.fa,PF09224,PF09224_180,PF09224,104.5
masked_25_msa_transformer.fa,PF09224,PF09224_181,PF09224,147.3
masked_25_msa_transformer.fa,PF09224,PF09224_182,PF09224,111.5
masked_25_msa_transformer.fa,PF09224,PF09224_183,PF09224,177.4
masked_25_msa_transformer.fa,PF09224,PF09224_184,PF09224,112.4
masked_25_msa_transformer.fa,PF09224,PF09224_185,PF09224,69.8
masked_25_msa_transformer.fa,PF09224,PF09224_186,PF09224,111.8
masked_25_msa_transformer.fa,PF09224,PF09224_187,PF09224,95.4
masked_25_msa_transformer.fa,PF09224,PF09224_188,PF09224,149.9
masked_25_msa_transformer.fa,PF09224,PF09224_189,PF09224,104.6
masked_25_msa_transformer.fa,PF09224,PF09224_190,PF09224,105.7
masked_25_msa_transformer.fa,PF09224,PF09224_191,PF09224,142.6
masked_25_msa_transformer.fa,PF09224,PF09224_192,PF09224,142.2
masked_25_msa_transformer.fa,PF09224,PF09224_193,PF09224,142.8
masked_25_msa_transformer.fa,PF09224,PF09224_194,PF09224,77.3
masked_25_msa_transformer.fa,PF09224,PF09224_195,PF09224,101.2
masked_25_msa_transformer.fa,PF09224,PF09224_196,PF09224,155.0
masked_25_msa_transformer.fa,PF09224,PF09224_197,PF09224,89.6
masked_25_msa_transformer.fa,PF09224,PF09224_198,PF09224,87.8
masked_25_msa_transformer.fa,PF09224,PF09224_199,PF09224,111.0
masked_25_msa_transformer.fa,PF08013,PF08013_0,PF08013,202.5
masked_25_msa_transformer.fa,PF08013,PF08013_1,PF08013,230.7
masked_25_msa_transformer.fa,PF08013,PF08013_2,PF08013,213.2
masked_25_msa_transformer.fa,PF08013,PF08013_3,PF08013,229.3
masked_25_msa_transformer.fa,PF08013,PF08013_4,PF08013,246.7
masked_25_msa_transformer.fa,PF08013,PF08013_5,PF08013,228.5
masked_25_msa_transformer.fa,PF08013,PF08013_6,PF08013,245.8
masked_25_msa_transformer.fa,PF08013,PF08013_7,PF08013,219.8
masked_25_msa_transformer.fa,PF08013,PF08013_8,PF08013,184.8
masked_25_msa_transformer.fa,PF08013,PF08013_9,PF08013,220.8
masked_25_msa_transformer.fa,PF08013,PF08013_10,PF08013,181.0
masked_25_msa_transformer.fa,PF08013,PF08013_11,PF08013,172.1
masked_25_msa_transformer.fa,PF08013,PF08013_12,PF08013,190.5
masked_25_msa_transformer.fa,PF08013,PF08013_13,PF08013,174.0
masked_25_msa_transformer.fa,PF08013,PF08013_14,PF08013,191.6
masked_25_msa_transformer.fa,PF08013,PF08013_15,PF08013,255.2
masked_25_msa_transformer.fa,PF08013,PF08013_16,PF08013,195.3
masked_25_msa_transformer.fa,PF08013,PF08013_17,PF08013,189.7
masked_25_msa_transformer.fa,PF08013,PF08013_18,PF08013,193.3
masked_25_msa_transformer.fa,PF08013,PF08013_19,PF08013,224.3
masked_25_msa_transformer.fa,PF08013,PF08013_20,PF08013,173.5
masked_25_msa_transformer.fa,PF08013,PF08013_21,PF08013,200.5
masked_25_msa_transformer.fa,PF08013,PF08013_22,PF08013,220.9
masked_25_msa_transformer.fa,PF08013,PF08013_23,PF08013,188.1
masked_25_msa_transformer.fa,PF08013,PF08013_24,PF08013,161.9
masked_25_msa_transformer.fa,PF08013,PF08013_25,PF08013,202.7
masked_25_msa_transformer.fa,PF08013,PF08013_26,PF08013,203.4
masked_25_msa_transformer.fa,PF08013,PF08013_27,PF08013,161.8
masked_25_msa_transformer.fa,PF08013,PF08013_28,PF08013,198.6
masked_25_msa_transformer.fa,PF08013,PF08013_29,PF08013,183.5
masked_25_msa_transformer.fa,PF08013,PF08013_30,PF08013,148.6
masked_25_msa_transformer.fa,PF08013,PF08013_31,PF08013,197.8
masked_25_msa_transformer.fa,PF08013,PF08013_32,PF08013,182.1
masked_25_msa_transformer.fa,PF08013,PF08013_33,PF08013,200.2
masked_25_msa_transformer.fa,PF08013,PF08013_34,PF08013,190.0
masked_25_msa_transformer.fa,PF08013,PF08013_35,PF08013,217.9
masked_25_msa_transformer.fa,PF08013,PF08013_36,PF08013,162.9
masked_25_msa_transformer.fa,PF08013,PF08013_37,PF08013,161.4
masked_25_msa_transformer.fa,PF08013,PF08013_38,PF08013,224.0
masked_25_msa_transformer.fa,PF08013,PF08013_39,PF08013,156.2
masked_25_msa_transformer.fa,PF08013,PF08013_40,PF08013,109.1
masked_25_msa_transformer.fa,PF08013,PF08013_41,PF08013,189.1
masked_25_msa_transformer.fa,PF08013,PF08013_42,PF08013,129.6
masked_25_msa_transformer.fa,PF08013,PF08013_43,PF08013,240.0
masked_25_msa_transformer.fa,PF08013,PF08013_44,PF08013,190.1
masked_25_msa_transformer.fa,PF08013,PF08013_45,PF08013,196.8
masked_25_msa_transformer.fa,PF08013,PF08013_46,PF08013,183.1
masked_25_msa_transformer.fa,PF08013,PF08013_47,PF08013,225.8
masked_25_msa_transformer.fa,PF08013,PF08013_48,PF08013,166.6
masked_25_msa_transformer.fa,PF08013,PF08013_49,PF08013,186.5
masked_25_msa_transformer.fa,PF08013,PF08013_50,PF08013,206.4
masked_25_msa_transformer.fa,PF08013,PF08013_51,PF08013,128.5
masked_25_msa_transformer.fa,PF08013,PF08013_52,PF08013,181.3
masked_25_msa_transformer.fa,PF08013,PF08013_53,PF08013,160.6
masked_25_msa_transformer.fa,PF08013,PF08013_54,PF08013,153.7
masked_25_msa_transformer.fa,PF08013,PF08013_55,PF08013,162.5
masked_25_msa_transformer.fa,PF08013,PF08013_56,PF08013,162.3
masked_25_msa_transformer.fa,PF08013,PF08013_57,PF08013,208.7
masked_25_msa_transformer.fa,PF08013,PF08013_58,PF08013,228.2
masked_25_msa_transformer.fa,PF08013,PF08013_59,PF08013,139.3
masked_25_msa_transformer.fa,PF08013,PF08013_60,PF08013,171.6
masked_25_msa_transformer.fa,PF08013,PF08013_61,PF08013,211.3
masked_25_msa_transformer.fa,PF08013,PF08013_62,PF08013,202.6
masked_25_msa_transformer.fa,PF08013,PF08013_63,PF08013,210.3
masked_25_msa_transformer.fa,PF08013,PF08013_64,PF08013,140.3
masked_25_msa_transformer.fa,PF08013,PF08013_65,PF08013,161.3
masked_25_msa_transformer.fa,PF08013,PF08013_66,PF08013,167.6
masked_25_msa_transformer.fa,PF08013,PF08013_67,PF08013,196.4
masked_25_msa_transformer.fa,PF08013,PF08013_68,PF08013,60.8
masked_25_msa_transformer.fa,PF08013,PF08013_69,PF08013,52.8
masked_25_msa_transformer.fa,PF08013,PF08013_70,PF08013,193.0
masked_25_msa_transformer.fa,PF08013,PF08013_71,PF08013,178.7
masked_25_msa_transformer.fa,PF08013,PF08013_72,PF08013,55.3
masked_25_msa_transformer.fa,PF08013,PF08013_73,PF08013,113.1
masked_25_msa_transformer.fa,PF08013,PF08013_74,PF08013,129.6
masked_25_msa_transformer.fa,PF08013,PF08013_75,PF08013,127.4
masked_25_msa_transformer.fa,PF08013,PF08013_76,PF08013,155.2
masked_25_msa_transformer.fa,PF08013,PF08013_77,PF08013,116.7
masked_25_msa_transformer.fa,PF08013,PF08013_78,PF08013,121.2
masked_25_msa_transformer.fa,PF08013,PF08013_79,PF08013,153.9
masked_25_msa_transformer.fa,PF08013,PF08013_80,PF08013,196.8
masked_25_msa_transformer.fa,PF08013,PF08013_81,PF08013,55.7
masked_25_msa_transformer.fa,PF08013,PF08013_82,PF08013,161.7
masked_25_msa_transformer.fa,PF08013,PF08013_83,PF08013,141.4
masked_25_msa_transformer.fa,PF08013,PF08013_84,PF08013,165.1
masked_25_msa_transformer.fa,PF08013,PF08013_85,PF08013,47.2
masked_25_msa_transformer.fa,PF08013,PF08013_86,PF08013,133.3
masked_25_msa_transformer.fa,PF08013,PF08013_87,PF08013,49.9
masked_25_msa_transformer.fa,PF08013,PF08013_88,PF08013,49.2
masked_25_msa_transformer.fa,PF08013,PF08013_89,PF08013,49.2
masked_25_msa_transformer.fa,PF08013,PF08013_90,PF08013,49.2
masked_25_msa_transformer.fa,PF08013,PF08013_91,PF08013,43.9
masked_25_msa_transformer.fa,PF08013,PF08013_92,PF08013,43.9
masked_25_msa_transformer.fa,PF08013,PF08013_93,PF08013,47.2
masked_25_msa_transformer.fa,PF08013,PF08013_94,PF08013,48.8
masked_25_msa_transformer.fa,PF08013,PF08013_95,PF08013,43.3
masked_25_msa_transformer.fa,PF08013,PF08013_96,PF08013,49.1
masked_25_msa_transformer.fa,PF08013,PF08013_97,PF08013,43.3
