file,generated_family,best_hit_family,best_hit_score
masked_25.fa,PF20574,PF20574,79.5
masked_25.fa,PF20574,PF20574,54.7
masked_25.fa,PF20574,PF20574,103.2
masked_25.fa,PF20574,PF20574,50.9
masked_25.fa,PF20574,PF20574,75.7
masked_25.fa,PF20574,PF20574,72.5
masked_25.fa,PF20574,PF20574,85.8
masked_25.fa,PF20574,PF20574,87.8
masked_25.fa,PF20574,PF20574,66.4
masked_25.fa,PF20574,PF20574,62.0
masked_25.fa,PF20574,PF20574,48.5
masked_25.fa,PF20574,PF20574,50.9
masked_25.fa,PF20574,PF20574,89.8
masked_25.fa,PF20574,PF20574,72.3
masked_25.fa,PF20574,PF20574,89.8
masked_25.fa,PF20574,PF20574,89.8
masked_25.fa,PF20574,PF20574,89.8
masked_25.fa,PF20574,PF20574,70.7
masked_25.fa,PF20574,PF20574,77.8
masked_25.fa,PF20574,PF20574,77.8
masked_25.fa,PF20574,PF20574,60.7
masked_25.fa,PF20574,PF20574,70.5
masked_25.fa,PF20574,PF20574,70.5
masked_25.fa,PF20574,PF20574,70.5
masked_25.fa,PF20574,PF20574,75.0
masked_25.fa,PF20574,PF20574,70.9
masked_25.fa,PF20574,PF20574,70.7
masked_25.fa,PF20574,PF20574,63.9
masked_25.fa,PF08268,PF08268,33.7
masked_25.fa,PF08268,PF08268,47.6
masked_25.fa,PF08268,PF08268,47.9
masked_25.fa,PF08268,PF08268,55.3
masked_25.fa,PF08268,PF08268,48.2
masked_25.fa,PF08268,PF08268,46.5
masked_25.fa,PF08268,PF08268,50.1
masked_25.fa,PF08268,PF08268,47.2
masked_25.fa,PF08268,PF08268,55.2
masked_25.fa,PF08268,PF08268,59.8
masked_25.fa,PF08268,PF08268,40.1
masked_25.fa,PF08268,PF08268,47.6
masked_25.fa,PF08268,PF08268,58.7
masked_25.fa,PF08268,PF08268,59.9
masked_25.fa,PF08268,PF08268,56.7
masked_25.fa,PF08268,PF08268,56.9
masked_25.fa,PF08268,PF08268,57.7
masked_25.fa,PF08268,PF08268,48.0
masked_25.fa,PF08268,PF08268,60.1
masked_25.fa,PF08268,PF08268,52.9
masked_25.fa,PF08268,PF08268,50.0
masked_25.fa,PF08268,PF08268,59.4
masked_25.fa,PF08268,PF08268,66.6
masked_25.fa,PF08268,PF08268,40.3
masked_25.fa,PF08268,PF08268,52.4
masked_25.fa,PF08268,PF08268,40.9
masked_25.fa,PF08268,PF08268,52.7
masked_25.fa,PF08268,PF08268,53.9
masked_25.fa,PF08268,PF08268,70.8
masked_25.fa,PF08268,PF08268,70.8
masked_25.fa,PF08268,PF08268,64.7
masked_25.fa,PF08268,PF08268,57.0
masked_25.fa,PF08268,PF08268,48.9
masked_25.fa,PF08268,PF08268,52.5
masked_25.fa,PF08268,PF08268,70.4
masked_25.fa,PF08268,PF08268,54.0
masked_25.fa,PF08268,PF08268,65.2
masked_25.fa,PF08268,PF08268,58.7
masked_25.fa,PF08268,PF08268,56.3
masked_25.fa,PF08268,PF08268,46.4
masked_25.fa,PF08268,PF08268,45.2
masked_25.fa,PF08268,PF08268,27.3
masked_25.fa,PF08268,PF08268,32.4
masked_25.fa,PF08268,PF08268,48.1
masked_25.fa,PF08268,PF08268,68.5
masked_25.fa,PF08268,PF08268,64.2
masked_25.fa,PF08268,PF08268,68.5
masked_25.fa,PF08268,PF08268,66.6
masked_25.fa,PF08268,PF08268,67.6
masked_25.fa,PF08268,PF08268,29.7
masked_25.fa,PF08268,PF08268,67.6
masked_25.fa,PF08268,PF08268,38.2
masked_25.fa,PF08268,PF08268,53.4
masked_25.fa,PF08268,PF08268,58.8
masked_25.fa,PF08268,PF08268,47.9
masked_25.fa,PF08268,PF08268,47.4
masked_25.fa,PF08268,PF08268,54.9
masked_25.fa,PF08268,PF07734,33.5
masked_25.fa,PF08268,PF08268,53.8
masked_25.fa,PF08268,PF08268,43.0
masked_25.fa,PF08268,PF08268,45.8
masked_25.fa,PF08268,PF08268,36.1
masked_25.fa,PF08268,PF08268,22.0
masked_25.fa,PF08268,PF08268,29.7
masked_25.fa,PF08268,PF08268,59.5
masked_25.fa,PF08268,PF08268,60.3
masked_25.fa,PF08268,PF08268,60.3
masked_25.fa,PF08268,PF08268,43.8
masked_25.fa,PF08268,PF08268,45.2
masked_25.fa,PF08268,PF08268,62.6
masked_25.fa,PF08268,PF08268,63.7
masked_25.fa,PF08268,PF08268,34.3
masked_25.fa,PF08268,PF08268,33.4
masked_25.fa,PF08268,PF08268,50.1
masked_25.fa,PF08268,PF08268,42.5
masked_25.fa,PF08268,PF08268,44.9
masked_25.fa,PF08268,PF08268,32.7
masked_25.fa,PF08268,PF08268,51.4
masked_25.fa,PF08268,PF08268,50.9
masked_25.fa,PF08268,PF08268,50.9
masked_25.fa,PF08268,PF08268,34.2
masked_25.fa,PF08268,PF08268,35.5
masked_25.fa,PF08268,PF08268,42.1
masked_25.fa,PF08268,PF08268,42.1
masked_25.fa,PF08268,PF08268,31.9
masked_25.fa,PF08268,PF08268,31.9
masked_25.fa,PF08268,PF08268,38.5
masked_25.fa,PF08268,PF08268,31.7
masked_25.fa,PF08268,PF08268,30.8
masked_25.fa,PF08268,PF08268,37.3
masked_25.fa,PF08268,PF08268,42.9
masked_25.fa,PF08268,PF08268,40.5
masked_25.fa,PF08268,PF08268,41.7
masked_25.fa,PF08268,PF08268,51.0
masked_25.fa,PF08268,PF08268,53.6
masked_25.fa,PF08268,PF08268,42.5
masked_25.fa,PF08268,PF08268,55.2
masked_25.fa,PF08268,PF08268,45.9
masked_25.fa,PF08268,PF08268,33.6
masked_25.fa,PF08268,PF08268,54.9
masked_25.fa,PF08268,PF08268,52.8
masked_25.fa,PF08268,PF08268,45.8
masked_25.fa,PF08268,PF08268,34.2
masked_25.fa,PF08268,PF08268,43.8
masked_25.fa,PF08268,PF08268,49.3
masked_25.fa,PF08268,PF08268,73.6
masked_25.fa,PF08268,PF08268,44.4
masked_25.fa,PF08268,PF08268,69.8
masked_25.fa,PF08268,PF08268,38.9
masked_25.fa,PF08268,PF08268,45.2
masked_25.fa,PF08268,PF08268,102.3
masked_25.fa,PF08268,PF08268,40.7
masked_25.fa,PF08268,PF08268,49.9
masked_25.fa,PF08268,PF08268,62.4
masked_25.fa,PF08268,PF08268,64.2
masked_25.fa,PF08268,PF08268,50.3
masked_25.fa,PF08268,PF08268,50.3
masked_25.fa,PF08268,PF08268,88.0
masked_25.fa,PF08268,PF08268,101.4
masked_25.fa,PF08268,PF08268,35.4
masked_25.fa,PF08268,PF08268,28.1
masked_25.fa,PF08268,PF08268,36.9
masked_25.fa,PF08268,PF08268,37.7
masked_25.fa,PF08268,PF08268,49.4
masked_25.fa,PF08268,PF08268,46.7
masked_25.fa,PF08268,PF08268,63.4
masked_25.fa,PF08268,PF08268,51.1
masked_25.fa,PF08268,PF08268,61.5
masked_25.fa,PF08268,PF08268,60.5
masked_25.fa,PF08268,PF08268,40.7
masked_25.fa,PF08268,PF08268,43.1
masked_25.fa,PF08268,PF08268,56.6
masked_25.fa,PF08268,PF08268,56.6
masked_25.fa,PF08268,PF08268,60.5
masked_25.fa,PF08268,PF08268,36.1
masked_25.fa,PF08268,PF08268,66.6
masked_25.fa,PF08268,PF08268,46.1
masked_25.fa,PF08268,PF08268,51.5
masked_25.fa,PF08268,PF08268,50.0
masked_25.fa,PF08268,PF08268,41.4
masked_25.fa,PF08268,PF08268,62.3
masked_25.fa,PF08268,PF08268,42.5
masked_25.fa,PF08268,PF08268,69.7
masked_25.fa,PF08268,PF08268,35.6
masked_25.fa,PF08268,PF08268,40.5
masked_25.fa,PF08268,PF08268,39.7
masked_25.fa,PF08268,PF08268,25.5
masked_25.fa,PF08268,PF08268,35.4
masked_25.fa,PF08268,PF08268,64.3
masked_25.fa,PF08268,PF08268,69.7
masked_25.fa,PF08268,PF08268,66.9
masked_25.fa,PF08268,PF08268,71.8
masked_25.fa,PF08268,PF08268,29.1
masked_25.fa,PF08268,PF08268,66.6
masked_25.fa,PF08268,PF08268,44.3
masked_25.fa,PF08268,PF08268,35.5
masked_25.fa,PF08268,PF08268,64.2
masked_25.fa,PF08268,PF08268,43.9
masked_25.fa,PF08268,PF08268,39.8
masked_25.fa,PF08268,PF08268,34.6
masked_25.fa,PF08268,PF08268,43.3
masked_25.fa,PF08268,PF08268,43.4
masked_25.fa,PF08268,PF08268,45.5
masked_25.fa,PF08268,PF08268,30.7
masked_25.fa,PF08268,PF08268,62.4
masked_25.fa,PF08268,PF08268,44.5
masked_25.fa,PF08268,PF08268,32.7
masked_25.fa,PF08268,PF08268,65.6
masked_25.fa,PF08268,PF08268,67.7
masked_25.fa,PF08268,PF08268,26.1
masked_25.fa,PF08268,PF08268,44.8
masked_25.fa,PF08268,PF08268,43.4
masked_25.fa,PF08268,PF08268,44.6
masked_25.fa,PF08268,PF08268,40.4
masked_25.fa,PF08268,PF08268,51.0
masked_25.fa,PF08268,PF08268,67.4
masked_25.fa,PF08268,PF08268,46.0
masked_25.fa,PF08268,PF08268,64.0
masked_25.fa,PF08268,PF08268,36.8
masked_25.fa,PF08268,PF08268,41.5
masked_25.fa,PF08268,PF08268,39.7
masked_25.fa,PF08268,PF08268,91.8
masked_25.fa,PF08268,PF08268,91.8
masked_25.fa,PF08268,PF08268,38.9
masked_25.fa,PF08268,PF08268,38.5
masked_25.fa,PF08268,PF08268,29.7
masked_25.fa,PF08268,PF08268,63.5
masked_25.fa,PF08268,PF08268,39.2
masked_25.fa,PF08268,PF08268,91.8
masked_25.fa,PF08268,PF08268,67.5
masked_25.fa,PF08268,PF08268,27.9
masked_25.fa,PF08268,PF08268,53.0
masked_25.fa,PF08268,PF08268,58.3
masked_25.fa,PF08268,PF08268,46.2
masked_25.fa,PF08268,PF08268,45.5
masked_25.fa,PF08268,PF08268,49.8
masked_25.fa,PF08268,PF08268,53.3
masked_25.fa,PF08268,PF08268,39.5
masked_25.fa,PF08268,PF08268,66.1
masked_25.fa,PF08268,PF08268,66.6
masked_25.fa,PF18855,PF18855,53.9
masked_25.fa,PF18855,PF18855,51.2
masked_25.fa,PF18855,PF18855,49.3
masked_25.fa,PF18855,PF18855,56.2
masked_25.fa,PF18855,PF18855,61.1
masked_25.fa,PF18855,PF18855,61.1
masked_25.fa,PF18855,PF18855,65.0
masked_25.fa,PF18855,PF18855,61.1
masked_25.fa,PF18855,PF18855,61.3
masked_25.fa,PF18855,PF18855,55.3
masked_25.fa,PF18855,PF18855,53.5
masked_25.fa,PF18855,PF18855,57.8
masked_25.fa,PF18855,PF18855,57.2
masked_25.fa,PF18855,PF18855,55.7
masked_25.fa,PF18855,PF18855,59.8
masked_25.fa,PF18855,PF18855,60.5
masked_25.fa,PF18855,PF18855,50.8
masked_25.fa,PF18855,PF18855,61.4
masked_25.fa,PF18855,PF18855,62.1
masked_25.fa,PF18855,PF18855,56.2
masked_25.fa,PF18855,PF18855,56.3
masked_25.fa,PF18855,PF18855,64.1
masked_25.fa,PF18855,PF18855,59.0
masked_25.fa,PF18855,PF18855,59.0
masked_25.fa,PF18855,PF18855,54.7
masked_25.fa,PF18855,PF18855,54.7
masked_25.fa,PF18855,PF18855,57.7
masked_25.fa,PF18855,PF18855,53.0
masked_25.fa,PF18855,PF18855,55.4
masked_25.fa,PF18855,PF18855,56.1
masked_25.fa,PF18855,PF18855,51.4
masked_25.fa,PF18855,PF18855,43.9
masked_25.fa,PF18855,PF18855,52.1
masked_25.fa,PF18855,PF18855,51.4
masked_25.fa,PF18855,PF18855,47.9
masked_25.fa,PF18855,PF18855,61.2
masked_25.fa,PF18855,PF18855,63.3
masked_25.fa,PF18855,PF18855,46.0
masked_25.fa,PF18855,PF18855,47.3
masked_25.fa,PF18855,PF18855,56.7
masked_25.fa,PF18855,PF18855,43.7
masked_25.fa,PF18855,PF18855,56.9
masked_25.fa,PF18855,PF18855,50.4
masked_25.fa,PF18855,PF18855,51.4
masked_25.fa,PF18855,PF18855,54.7
masked_25.fa,PF18855,PF18855,55.3
masked_25.fa,PF18855,PF18855,59.1
masked_25.fa,PF18855,PF18855,56.0
masked_25.fa,PF18855,PF18855,50.5
masked_25.fa,PF18855,PF18855,56.4
masked_25.fa,PF18855,PF18855,57.0
masked_25.fa,PF18855,PF18855,63.0
masked_25.fa,PF18855,PF18855,58.5
masked_25.fa,PF18855,PF18855,58.5
masked_25.fa,PF18855,PF18855,50.7
masked_25.fa,PF18855,PF18855,39.5
masked_25.fa,PF18855,PF18855,57.0
masked_25.fa,PF18855,PF18855,57.2
masked_25.fa,PF18855,PF18855,53.3
masked_25.fa,PF18855,PF18855,54.0
masked_25.fa,PF18855,PF18855,54.0
masked_25.fa,PF18855,PF18855,62.9
masked_25.fa,PF18855,PF18855,52.5
masked_25.fa,PF18855,PF18855,54.3
masked_25.fa,PF18855,PF18855,55.9
masked_25.fa,PF18855,PF18855,50.6
masked_25.fa,PF18855,PF18855,54.7
masked_25.fa,PF18855,PF18855,48.3
masked_25.fa,PF18855,PF18855,52.0
masked_25.fa,PF18855,PF18855,56.0
masked_25.fa,PF18855,PF18855,55.8
masked_25.fa,PF18855,PF18855,56.8
masked_25.fa,PF18855,PF18855,58.7
masked_25.fa,PF18855,PF18855,58.8
masked_25.fa,PF18855,PF18855,58.7
masked_25.fa,PF18855,PF18855,50.5
masked_25.fa,PF18855,PF18855,57.6
masked_25.fa,PF18855,PF18855,46.7
masked_25.fa,PF18855,PF18855,63.6
masked_25.fa,PF18855,PF18855,63.6
masked_25.fa,PF18855,PF18855,63.6
masked_25.fa,PF18855,PF18855,59.0
masked_25.fa,PF18855,PF18855,45.2
masked_25.fa,PF18855,PF18855,58.6
masked_25.fa,PF18855,PF18855,44.5
masked_25.fa,PF18855,PF18855,51.7
masked_25.fa,PF18855,PF18855,62.8
masked_25.fa,PF18855,PF18855,59.7
masked_25.fa,PF18855,PF18855,59.7
masked_25.fa,PF18855,PF18855,59.5
masked_25.fa,PF18855,PF18855,58.8
masked_25.fa,PF18855,PF18855,53.3
masked_25.fa,PF18855,PF18855,54.6
masked_25.fa,PF18855,PF18855,46.6
masked_25.fa,PF18855,PF18855,58.2
masked_25.fa,PF18855,PF18855,58.2
masked_25.fa,PF18855,PF18855,53.5
masked_25.fa,PF18855,PF18855,54.5
masked_25.fa,PF18855,PF18855,57.9
masked_25.fa,PF18855,PF18855,51.9
masked_25.fa,PF18855,PF18855,43.2
masked_25.fa,PF18855,PF18855,48.7
masked_25.fa,PF18855,PF18855,51.4
masked_25.fa,PF18855,PF18851,21.3
masked_25.fa,PF18855,PF18855,25.9
masked_25.fa,PF18855,PF18855,43.4
masked_25.fa,PF18855,PF18855,59.4
masked_25.fa,PF18855,PF18855,59.6
masked_25.fa,PF18855,PF18855,44.3
masked_25.fa,PF18855,PF18855,49.2
masked_25.fa,PF18855,PF18855,47.4
masked_25.fa,PF18855,PF18855,59.0
masked_25.fa,PF18855,PF18855,55.9
masked_25.fa,PF18855,PF18855,54.0
masked_25.fa,PF18855,PF18855,49.0
masked_25.fa,PF18855,PF18855,54.4
masked_25.fa,PF18855,PF18855,49.5
masked_25.fa,PF18855,PF18855,46.2
masked_25.fa,PF18855,PF18855,51.2
masked_25.fa,PF18855,PF18855,45.7
masked_25.fa,PF18855,PF18855,63.1
masked_25.fa,PF18855,PF18855,63.2
masked_25.fa,PF18855,PF18855,63.2
masked_25.fa,PF18855,PF18855,50.3
masked_25.fa,PF18855,PF18855,51.0
masked_25.fa,PF18855,PF18855,47.2
masked_25.fa,PF18855,PF18855,50.9
masked_25.fa,PF18855,PF18855,50.0
masked_25.fa,PF18855,PF18855,47.2
masked_25.fa,PF18855,PF18855,44.7
masked_25.fa,PF18855,PF18855,46.2
masked_25.fa,PF18855,PF18855,46.2
masked_25.fa,PF18855,PF18855,49.9
masked_25.fa,PF18855,PF18855,55.9
masked_25.fa,PF18855,PF18855,47.4
masked_25.fa,PF18855,PF18855,55.9
masked_25.fa,PF18855,PF18855,55.9
masked_25.fa,PF18855,PF18855,55.9
masked_25.fa,PF18855,PF18855,55.9
masked_25.fa,PF18855,PF18855,51.6
masked_25.fa,PF18855,PF18855,50.8
masked_25.fa,PF18855,PF18855,51.0
masked_25.fa,PF18855,PF18855,44.3
masked_25.fa,PF18855,PF18855,49.2
masked_25.fa,PF18855,PF18855,60.9
masked_25.fa,PF18855,PF18855,59.6
masked_25.fa,PF18855,PF18855,49.0
masked_25.fa,PF18855,PF18855,46.9
masked_25.fa,PF18855,PF18855,44.7
masked_25.fa,PF18855,PF18855,58.8
masked_25.fa,PF18855,PF18855,50.0
masked_25.fa,PF18855,PF18855,49.6
masked_25.fa,PF18855,PF18855,49.3
masked_25.fa,PF18855,PF18855,29.7
masked_25.fa,PF18855,PF18855,27.7
masked_25.fa,PF18855,PF18855,36.3
masked_25.fa,PF18855,PF18855,56.6
masked_25.fa,PF18855,PF18855,58.4
masked_25.fa,PF18855,PF18855,27.5
masked_25.fa,PF18855,PF18855,55.8
masked_25.fa,PF18855,PF18855,58.1
masked_25.fa,PF18855,PF18855,56.9
masked_25.fa,PF18855,PF18855,59.1
masked_25.fa,PF18855,PF18855,58.6
masked_25.fa,PF18855,PF18855,59.6
masked_25.fa,PF18855,PF18855,58.7
masked_25.fa,PF18855,PF18855,56.3
masked_25.fa,PF18855,PF18855,63.7
masked_25.fa,PF18855,PF18855,63.7
masked_25.fa,PF18855,PF18855,63.7
masked_25.fa,PF18855,PF18855,63.7
masked_25.fa,PF18855,PF18855,53.6
masked_25.fa,PF18855,PF18855,58.1
masked_25.fa,PF18855,PF18855,60.1
masked_25.fa,PF18855,PF18855,58.5
masked_25.fa,PF18855,PF18855,62.3
masked_25.fa,PF18855,PF18855,60.6
masked_25.fa,PF18855,PF18855,59.7
masked_25.fa,PF18855,PF18855,58.6
masked_25.fa,PF18855,PF18855,62.7
masked_25.fa,PF18855,PF18855,62.4
masked_25.fa,PF18855,PF18855,63.4
masked_25.fa,PF18855,PF18855,57.3
masked_25.fa,PF18855,PF18855,52.4
masked_25.fa,PF18855,PF18855,63.0
masked_25.fa,PF18855,PF18855,60.2
masked_25.fa,PF18855,PF18855,62.3
masked_25.fa,PF18855,PF18855,53.2
masked_25.fa,PF18855,PF18855,60.6
masked_25.fa,PF18855,PF18855,60.6
masked_25.fa,PF18855,PF18855,56.1
masked_25.fa,PF18855,PF18855,25.1
masked_25.fa,PF18855,PF18855,55.7
masked_25.fa,PF18855,PF18855,51.5
masked_25.fa,PF18855,PF18855,50.9
masked_25.fa,PF18855,PF18855,40.6
masked_25.fa,PF18855,PF18845,39.8
masked_25.fa,PF18855,PF18845,40.0
masked_25.fa,PF18855,PF18855,41.4
masked_25.fa,PF18855,PF18855,37.9
masked_25.fa,PF13690,PF13690,46.9
masked_25.fa,PF13690,PF13690,44.5
masked_25.fa,PF13690,PF13690,85.5
masked_25.fa,PF13690,PF13690,47.5
masked_25.fa,PF13690,PF13690,89.1
masked_25.fa,PF13690,PF13690,60.2
masked_25.fa,PF13690,PF13690,51.1
masked_25.fa,PF13690,PF13690,53.4
masked_25.fa,PF13690,PF13690,73.4
masked_25.fa,PF13690,PF13690,58.1
masked_25.fa,PF13690,PF13690,72.8
masked_25.fa,PF13690,PF13690,57.8
masked_25.fa,PF13690,PF13690,41.5
masked_25.fa,PF13690,PF13690,43.6
masked_25.fa,PF13690,PF13690,63.9
masked_25.fa,PF13690,PF13690,51.1
masked_25.fa,PF13690,PF13690,87.9
masked_25.fa,PF13690,PF13690,39.2
masked_25.fa,PF13690,PF13690,47.0
masked_25.fa,PF13690,PF13690,28.3
masked_25.fa,PF13690,PF13690,88.7
masked_25.fa,PF13690,PF13690,107.6
masked_25.fa,PF13690,PF13690,61.7
masked_25.fa,PF13690,PF13690,96.3
masked_25.fa,PF13690,PF13690,49.9
masked_25.fa,PF13690,PF13690,45.7
masked_25.fa,PF13690,PF13690,68.5
masked_25.fa,PF13690,PF13690,55.4
masked_25.fa,PF13690,PF13690,51.5
masked_25.fa,PF13690,PF13690,54.6
masked_25.fa,PF13690,PF13690,47.9
masked_25.fa,PF13690,PF13690,75.7
masked_25.fa,PF13690,PF13690,45.3
masked_25.fa,PF13690,PF13690,69.3
masked_25.fa,PF13690,PF13690,49.7
masked_25.fa,PF13690,PF13690,50.2
masked_25.fa,PF13690,PF13690,80.8
masked_25.fa,PF13690,PF13690,81.1
masked_25.fa,PF13690,PF13690,47.1
masked_25.fa,PF13690,PF13690,47.1
masked_25.fa,PF13690,PF13690,58.2
masked_25.fa,PF13690,PF13690,43.6
masked_25.fa,PF13690,PF13690,41.9
masked_25.fa,PF13690,PF13690,40.0
masked_25.fa,PF13690,PF13690,61.7
masked_25.fa,PF13690,PF13690,79.3
masked_25.fa,PF13690,PF13690,59.6
masked_25.fa,PF13690,PF13690,62.1
masked_25.fa,PF13690,PF13690,51.5
masked_25.fa,PF13690,PF13690,78.4
masked_25.fa,PF13690,PF13690,49.1
masked_25.fa,PF13690,PF13690,43.7
masked_25.fa,PF13690,PF13690,63.5
masked_25.fa,PF13690,PF13690,39.4
masked_25.fa,PF13690,PF13690,67.6
masked_25.fa,PF13690,PF13690,72.3
masked_25.fa,PF13690,PF13690,50.8
masked_25.fa,PF13690,PF13690,55.7
masked_25.fa,PF13690,PF13690,53.2
masked_25.fa,PF13690,PF13690,44.2
masked_25.fa,PF13690,PF13690,89.6
masked_25.fa,PF13690,PF13690,87.3
masked_25.fa,PF13690,PF13690,44.7
masked_25.fa,PF13690,PF13690,50.4
masked_25.fa,PF13690,PF13690,88.2
masked_25.fa,PF13690,PF13690,59.8
masked_25.fa,PF13690,PF13690,58.5
masked_25.fa,PF13690,PF13690,60.4
masked_25.fa,PF13690,PF13690,52.9
masked_25.fa,PF13690,PF13690,84.7
masked_25.fa,PF13690,PF13690,59.7
masked_25.fa,PF13690,PF13690,85.4
masked_25.fa,PF13690,PF13690,62.5
masked_25.fa,PF13690,PF13690,46.5
masked_25.fa,PF13690,PF13690,44.2
masked_25.fa,PF13690,PF13690,47.9
masked_25.fa,PF13690,PF13690,71.3
masked_25.fa,PF13690,PF13690,77.2
masked_25.fa,PF13690,PF13690,41.7
masked_25.fa,PF13690,PF13690,45.5
masked_25.fa,PF13690,PF13690,86.9
masked_25.fa,PF13690,PF13690,47.9
masked_25.fa,PF13690,PF13690,46.7
masked_25.fa,PF13690,PF13690,50.1
masked_25.fa,PF13690,PF13690,56.7
masked_25.fa,PF13690,PF13690,53.8
masked_25.fa,PF13690,PF13690,40.3
masked_25.fa,PF13690,PF13690,65.0
masked_25.fa,PF13690,PF13690,43.5
masked_25.fa,PF13690,PF13690,47.0
masked_25.fa,PF13690,PF13690,53.6
masked_25.fa,PF13690,PF13690,46.4
masked_25.fa,PF13690,PF13690,51.2
masked_25.fa,PF13690,PF13690,54.0
masked_25.fa,PF13690,PF13690,86.4
masked_25.fa,PF13690,PF13690,69.2
masked_25.fa,PF13690,PF13690,58.7
masked_25.fa,PF13690,PF13690,70.8
masked_25.fa,PF13690,PF13690,46.8
masked_25.fa,PF13690,PF13690,40.7
masked_25.fa,PF13690,PF13690,61.5
masked_25.fa,PF13690,PF13690,61.5
masked_25.fa,PF13690,PF13690,38.1
masked_25.fa,PF13690,PF13690,43.2
masked_25.fa,PF13690,PF13690,74.5
masked_25.fa,PF13690,PF13690,94.7
masked_25.fa,PF13690,PF13690,48.8
masked_25.fa,PF13690,PF13690,57.1
masked_25.fa,PF13690,PF13690,59.9
masked_25.fa,PF13690,PF13690,49.0
masked_25.fa,PF13690,PF13690,49.5
masked_25.fa,PF13690,PF13690,95.7
masked_25.fa,PF13690,PF13690,43.8
masked_25.fa,PF13690,PF13690,77.3
masked_25.fa,PF13690,PF13690,49.9
masked_25.fa,PF13690,PF13690,51.5
masked_25.fa,PF13690,PF13690,59.0
masked_25.fa,PF13690,PF13690,53.5
masked_25.fa,PF13690,PF13690,64.3
masked_25.fa,PF13690,PF13690,37.2
masked_25.fa,PF13690,PF13690,73.8
masked_25.fa,PF13690,PF13690,63.2
masked_25.fa,PF13690,PF13690,63.2
masked_25.fa,PF13690,PF13690,82.7
masked_25.fa,PF13690,PF13690,45.5
masked_25.fa,PF13690,PF13690,74.9
masked_25.fa,PF13690,PF13690,61.8
masked_25.fa,PF13690,PF13690,51.8
masked_25.fa,PF13690,PF13690,51.8
masked_25.fa,PF13690,PF13690,48.2
masked_25.fa,PF13690,PF13690,76.0
masked_25.fa,PF13690,PF13690,55.9
masked_25.fa,PF13690,PF13690,46.5
masked_25.fa,PF13690,PF13690,85.5
masked_25.fa,PF13690,PF13690,110.4
masked_25.fa,PF13690,PF13690,55.8
masked_25.fa,PF13690,PF13690,84.1
masked_25.fa,PF13690,PF13690,84.1
masked_25.fa,PF13690,PF13690,97.2
masked_25.fa,PF13690,PF13690,29.1
masked_25.fa,PF13690,PF13690,44.9
masked_25.fa,PF13690,PF13690,50.1
masked_25.fa,PF13690,PF13690,58.8
masked_25.fa,PF13690,PF13690,51.8
masked_25.fa,PF13690,PF13690,54.4
masked_25.fa,PF13690,PF13690,44.8
masked_25.fa,PF13690,PF13690,39.7
masked_25.fa,PF13690,PF13690,71.1
masked_25.fa,PF13690,PF13690,40.6
masked_25.fa,PF13690,PF13690,85.8
masked_25.fa,PF13690,PF13690,39.9
masked_25.fa,PF13690,PF13690,61.5
masked_25.fa,PF13690,PF13690,44.7
masked_25.fa,PF13690,PF13690,38.5
masked_25.fa,PF13690,PF13690,44.3
masked_25.fa,PF13690,PF13690,88.8
masked_25.fa,PF13690,PF13690,92.5
masked_25.fa,PF13690,PF13690,107.3
masked_25.fa,PF13690,PF13690,66.1
masked_25.fa,PF13690,PF13690,70.1
masked_25.fa,PF13690,PF13690,93.9
masked_25.fa,PF13690,PF13690,38.6
masked_25.fa,PF13690,PF13690,58.5
masked_25.fa,PF13690,PF13690,98.2
masked_25.fa,PF13690,PF13690,76.3
masked_25.fa,PF13690,PF13690,61.1
masked_25.fa,PF13690,PF13690,48.6
masked_25.fa,PF13690,PF13690,51.3
masked_25.fa,PF13690,PF13690,39.5
masked_25.fa,PF13690,PF13690,107.1
masked_25.fa,PF13690,PF13690,58.3
masked_25.fa,PF13690,PF13690,37.6
masked_25.fa,PF13690,PF13690,94.7
masked_25.fa,PF13690,PF13690,63.6
masked_25.fa,PF13690,PF13690,37.0
masked_25.fa,PF13690,PF13690,58.7
masked_25.fa,PF13690,PF13690,104.4
masked_25.fa,PF13690,PF13690,47.6
masked_25.fa,PF13690,PF13690,113.4
masked_25.fa,PF13690,PF13690,65.7
masked_25.fa,PF13690,PF13690,66.7
masked_25.fa,PF13690,PF13690,95.0
masked_25.fa,PF13690,PF13690,91.6
masked_25.fa,PF13690,PF13690,59.1
masked_25.fa,PF13690,PF13690,39.1
masked_25.fa,PF13690,PF13690,86.6
masked_25.fa,PF13690,PF13690,70.2
masked_25.fa,PF13690,PF13690,70.0
masked_25.fa,PF13690,PF13690,55.9
masked_25.fa,PF13690,PF13690,96.3
masked_25.fa,PF13690,PF13690,98.5
masked_25.fa,PF13690,PF13690,72.0
masked_25.fa,PF13690,PF13690,97.3
masked_25.fa,PF13690,PF13690,51.6
masked_25.fa,PF13690,PF13690,99.5
masked_25.fa,PF13690,PF13690,98.6
masked_25.fa,PF13690,PF13690,65.8
masked_25.fa,PF13690,PF13690,100.0
masked_25.fa,PF13690,PF13690,100.0
masked_25.fa,PF13690,PF13690,53.3
masked_25.fa,PF15966,PF15966,100.0
masked_25.fa,PF15966,PF15966,60.0
masked_25.fa,PF15966,PF15966,63.3
masked_25.fa,PF15966,PF15966,90.1
masked_25.fa,PF15966,PF15966,92.4
masked_25.fa,PF15966,PF15966,60.0
masked_25.fa,PF15966,PF15966,60.5
